FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Unique Received From Addresses,Unique Sent To Addresses,max value received,avg val received,max val sent,avg val sent,total Ether sent,total ether received,total ether balance,Address
0,10154.24,5026.86,1009090.55,87,25,10,41,40.136798,10.501527,48.0,3.933071,342.1772031000001,262.5381628,-79.63904036,0x00bf8ef866b3d8139c982961f6850fadc17f1d48
0,674.61,221.0,11677.73,16,4,2,10,250.5,63.3775,250.0,15.825,253.2,253.51,0.31,0x00bfc8d9cbcfc8601db95cded379ef7a4a5e0f5e
0,3517.86,7188.55,381840.42,49,30,11,22,790.9994370000002,110.350012,1060.0,100.90074,4944.136269,3310.500353,-1633.635915,0x00c2abd0ab9fc13fbc8baac19dc30aec31704d4e
0,20.41,0.0,102.07,5,1,1,4,101.0,101.0,69.15464200000001,20.199496,100.99748,101.0,0.00252,0x00c316e5099530e7af8e5bfade517b395acf8639
0,0.0,8831.65,291444.58,0,33,5,0,23.462797,1.402192,0.0,0.0,0.0,46.27232361,46.27232361,0x00c481dd22fba34f7dac2d46f0c1172c7abb9f0e
0,244.78,169.09,16284.15,61,8,3,4,0.405838,0.121569,0.3,0.010066,0.614,0.97255313,0.35855313,0x00c6b386f92e1841c3a9dde2bf97a8950f0b0c31
0,0.0,0.0,169.87,1,1,1,1,0.4494770000000001,0.4494770000000001,0.447277,0.447277,0.44727692,0.44947692,0.0022,0x00c8a33b90a749f7433e08e5d4c7034e405a94b4
0,0.0,0.0,2250.73,1,1,1,1,0.86761,0.86761,0.8669899999999999,0.8669899999999999,0.8669901309999999,0.867610131,0.00062,0x00ca022d429d853c3f28070b410b13bc4438926b
0,408.32,170321.78,341868.53,3,2,2,2,0.46,0.23,0.4,0.280059,0.8401762740000001,0.46,-0.380176274,0x00cb28b1d4437357fdb57967e21be18c415ca05e
0,5801.32,3041.25,614761.98,85,40,10,24,200.0,18.64848,100.0,8.995439,764.6123200000002,745.9391851,-18.67313494,0x00cb985681dd0cf13cff257a7324d97ea1e3ff32
0,3.6,0.0,10.8,3,2,2,3,1563.2126970000004,1000.5,1516.455268,666.999528,2000.998585,2001.0,0.001414909,0x00cbdec4dd1b322810683c0e977d4fa237fecf7e
0,0.0,0.0,7.53,1,1,1,1,1.0,1.0,0.996747,0.996747,0.99674689,1.0,0.00325311,0x00cd7d76d3e93819c19fd7296386b816234b489e
0,13.67,40512.33,688942.0,17,17,5,3,69.995,12.28744,69.994563,12.28679,208.8754299,208.8864824,0.011052491,0x00ce20fbdedc38fb559728265edbb26b63fbb377
0,193.0,0.0,772.02,4,1,1,2,0.39,0.39,0.389496,0.099442,0.39776788,0.39,-0.00776788,0x00cfdefb1e800e4743288734adc727fae6659f74
0,20981.23,121771.36,596107.57,11,3,3,6,20.173085,10.397695,20.133179,2.833016,31.16317907,31.19308507,0.029906,0x00d4a560da94790c8d508a7edda6465d7a3e9a49
0,129.61,26178.65,288353.97,3,11,5,2,249.812075,32.977228000000004,359.0,240.576616,721.7298479,362.7495057,-358.9803421000001,0x00d8a10e21f443758240eed09897cef08314618d
0,0.0,0.0,31.28,1,1,1,1,0.732876,0.732876,0.7316159999999999,0.7316159999999999,0.7316159999999999,0.732876,0.00126,0x00da8417b2c53b1fac15fafddf9854285959e9b6
0,5.88,0.42,18.47,3,2,2,3,1440.815594,1000.5,1478.589443,666.999528,2000.998585,2001.0,0.001414909,0x00df7c16597385f31dfc87d1e103eaab28fc0f8d
0,21.65,0.0,64.95,3,1,1,3,101.0,101.0,72.122019,33.666149,100.998446,101.0,0.0015539999999999,0x00e40876d147fdc499afa3f5a49cf6fe6256f196
0,31239.32,984.92,251884.43,8,2,2,4,2.0,1.5,2.0,0.34,2.72,3.0,0.28,0x00e87b69cf3686e028f96d14cd79ec30983e0f53
0,997.32,84555.41,342210.95,4,4,3,3,2.995,1.31125,2.983505,2.591529,10.36611622,5.245,-5.121116224,0x00eb6923331d35ba68b9e36ff99d0c035ffed9e5
0,9.02,12.37,952.85,59,34,8,52,49.99952800000001,3.4551580000000004,44.770872,1.990643,117.44796370000002,117.475363,0.027399237,0x00f166114c211b7e71e09bfd5d6ffee8716bc0cb
0,3.62,0.0,10.87,3,2,2,3,1563.4886689999996,1000.5,1948.785673,666.999528,2000.998585,2001.0,0.001414909,0x00f3c39b641a3533b95dd30b4f5b3a87ba9044ca
0,15.48,0.0,46.45,3,1,1,3,101.0,101.0,64.618386,33.666149,100.998446,101.0,0.0015539999999999,0x00f8513a3819c085ba1d3cd84a15c5df45b7ee35
0,63819.21,336.67,511227.0,8,2,2,5,1.595,0.800922,1.5,0.458381,3.667049401,1.6018449,-2.065204501,0x00f8de11eada0ce48200cd7f2214082954a9fe44
0,161.67,0.04,323.42,2,2,2,2,76.387788,50.5,98.514516,50.499508,100.9990158,101.0,0.000984218,0x010c41f9ada72d7993973ee274c6cc93a309f805
0,5.05,0.0,20.18,4,2,2,3,1503.450608,1000.5,1423.0022720000004,500.249528,2000.998113,2001.0,0.001886545,0x011b1cd5eaebc4d52bd2a6c928d45d93af642a58
0,157.32,0.0,314.65,2,1,1,2,101.0,101.0,99.957172,50.499508,100.9990158,101.0,0.000984218,0x011bed5908623f6adfcd54872ed88e0dc713a1bf
0,36.98,0.0,73.97,2,1,1,2,30.0,30.0,19.325958,14.999496,29.998992,30.0,0.001008,0x0120a41636716d5717e92a2a960580a0961df73f
0,3.21,0.38,10.38,3,2,2,3,1092.146496,1000.5,1366.387436,666.999528,2000.998585,2001.0,0.001414909,0x012dbb1d6e6aaae7a0bf5f610a5fb44e308bb433
0,108.58,0.82,327.37,3,2,2,3,54.018396,50.5,66.74956999999999,33.666165,100.9984936,101.0,0.001506437,0x012ef110b256b0e6b80aea1478d74b1b4a1eabb9
0,0.0,2336.51,228977.53,0,98,3,0,1.169411,0.9501,0.0,0.0,0.0,93.10979582,93.10979582,0x01390fbe18c3c5ae9f91b13ade67d19bce75c5e1
0,26.4,620.61,138977.15,163,217,5,2,820.0,314.639235,8557.988572,418.874903,68276.60921000001,68276.71402,0.104811001,0x0155a63bc4cb378cb9b4dc10c8e777943bba9c2a
0,3500.97,14465.72,816620.55,6,55,1,4,1.001431,0.46172,6.0,2.128333,12.77,25.39458564,12.62458564,0x0160cf072f092a70e8def0537b8329350282a8d4
0,2809.83,3186.72,376480.78,58,67,12,32,49.477281,8.303953,222.627319,9.990969,579.4761972,556.364853,-23.1113442,0x016cd40242a3b50902c84088092ef87c85d782b3
0,19121.43,11.04,267722.13,14,2,1,9,6.6012,3.74915,1.999359,0.677948,9.49126836,7.4983,-1.99296836,0x016d12db5620e094868f95b9c6fd2057032b7446
0,1396.24,1470.58,1150335.93,213,580,8,132,1.00563,0.316584,6.6,0.8604860000000001,183.2834952,183.6186244,0.335129226,0x016e0ddc9631f662539fb1882458e5df00791565
0,30200.21,109066.9,617468.87,6,4,4,5,21.32,5.418029,20.893115,3.611791,21.67074448,21.67211742,0.00137294,0x016f855e1d3a7737f7da894b1dd6e86a3353225d
0,0.0,1426.21,226766.85,0,159,5,0,1.021547,0.91998,0.0,0.0,0.0,146.2768721,146.2768721,0x01716102b6ea467289897effc84cf136bd0b6c32
0,0.0,0.0,10.93,1,1,1,1,2.75,2.75,2.74938,2.74938,2.74938,2.75,0.00062,0x01889bfb1bd897ff4f23cb25f9dde7b3a012dbca
0,24.47,0.0,73.42,3,2,2,3,71.768873,50.5,75.450249,33.666159,100.998477,101.0,0.001523001,0x018b9224ee3f8f362f553835d27da391fc5af9d9
0,1449.95,556.53,520700.2,191,438,4,3,4.504509,0.696882,6.102257,1.597554,305.132883,305.2343334,0.101450356,0x019444358934627777f19f0cc121f5fc00e7bab8
0,5.13,3733.57,127115.7,34,34,1,34,1.000945,0.385352,1.000504,0.384883,13.086019699999998,13.10198159,0.015961896,0x01969235b1145fc6e8b1efab8ddbe56cfe313f3f
0,0.0,27224.25,353915.25,0,13,5,0,3.80983,1.33857,0.0,0.0,0.0,17.40140661,17.40140661,0x01a35a131f90dd33dec9a0995aaa60720c046938
0,24.86,0.23,75.03,3,2,2,3,61.439758,50.5,53.027954,33.666163,100.998488,101.0,0.001512,0x01a9e95ef766394893dbfb824c66c91b301b913d
0,20.87,0.0,62.6,3,1,1,3,101.0,101.0,97.337759,33.666149,100.998446,101.0,0.0015539999999999,0x01ad2af80301bcd6b5bd737699a6a7b51a24152a
0,6.0,37680.11,301482.83,7,8,4,1,58.75344499999999,9.842931,58.75575300000001,11.24715,78.73005157,78.74344479,0.01339322,0x01bf959b281ac74e7fb3b98c880dbe88bab2e2a4
0,155.16,0.0,310.32,2,1,1,2,101.0,101.0,100.799016,50.499508,100.9990158,101.0,0.000984218,0x01cb670a5b57ddf7fa27b455ba2d9357f1dec6b0
0,13.6,0.0,40.8,3,1,1,3,101.0,101.0,54.580682,33.666149,100.998446,101.0,0.0015539999999999,0x01d41e16362b141332db90f69785dbe58f0dc4ee
0,364.17,230.02,376485.87,682,557,554,170,49.749538,1.220148,18.230356,0.995851,679.1706318,679.6224223999999,0.45179059,0x01df8ecad36d5eae229e6f5ae784428a9191c6ee
0,1.97,1332.65,2669.23,2,2,2,1,538.205,296.1,538.204468,296.0994560000001,592.1989110000002,592.2,0.001088977,0x01f6c17b828f211909453550ac925b3a19a583d7
0,8197.19,3055.47,946931.97,98,47,18,40,153.99,20.405141,200.0,11.861401,1162.4172529999996,959.0416393,-203.3756139,0x01f70159be7361ccfcfe85bd4bbffe63ec00e214
0,0.0,0.0,13.88,1,1,1,1,4.995,4.995,4.98,4.98,4.98,4.995,0.015,0x01fd68c62d8b18f5f01f184656b0b8de18ccb7aa
0,1.97,0.0,5.9,3,2,2,3,1561.677382,1000.5,1891.665334,666.9993900000002,2000.998169,2001.0,0.001830667,0x0208764c8e34d0f980677f10867444f4cb27825c
0,161.06,0.63,323.38,2,2,2,2,89.927808,50.5,98.338703,50.499508,100.9990158,101.0,0.000984218,0x020aaf9192743375b50ab13976aa8e86d50852f5
0,5.95,123984.24,743941.13,6,6,5,2,8.58,5.843667,8.575714999999999,5.84204,35.05224153,35.062,0.00975847,0x020d6af0b51290d19e73a053ca33fa42da3a18fd
0,93612.1,10060.62,992074.2,2,80,3,1,0.133269,0.098978,7.838697,3.958433,7.916865339,7.918215339,0.00135,0x020d818ebb9f1bd587acae00a48b93424d37bb84
0,5.75,8482.58,152789.92,18,18,7,1,15.5,5.466667,15.499387,5.465914,98.38644845,98.4,0.013551552,0x020de3ebd3560b4e3cec1a8b34a3f2dff5e31f88
0,5.66,16246.22,178770.6,11,11,11,1,2.29385,1.018111,2.29327,1.017056,11.18761414,11.19922425,0.01161011,0x021201236965565462cd458df7d70f737d63d4d6
0,72100.0,10243.09,1019244.7,13,8,4,8,306.0,131.189784,600.0,80.696,1049.048,1049.518271,0.47027113,0x021da14749518f5d036a1891a063d2ab5db1b733
0,163.02,0.94,327.92,2,2,2,2,68.219188,50.5,100.997034,50.499508,100.9990158,101.0,0.000984218,0x02298b9f2517b0dc60929c53a69dea884494a32b
0,162.38,0.63,326.03,2,2,2,2,52.80165,50.5,100.993285,50.499508,100.9990158,101.0,0.000984218,0x022cbf4576d9c1c47836962c2d1085f0ff9177fc
0,132551.76,47103.98,936622.48,6,3,3,3,5.0,2.744752,4.9,2.171335,13.02800825,8.23425725,-4.793751,0x023096bf0b4d933256f98b85b648586e75105277
0,0.0,0.0,948.73,1,1,1,1,1.0,1.0,0.999559,0.999559,0.999559,1.0,0.000441,0x0236e5eae1708bfab9a699e8268e7521b0e6b95e
0,0.0,19247.54,250218.08,0,13,4,0,1.000578,0.452745,0.0,0.0,0.0,5.88569015,5.88569015,0x0241899d2e42ca0fbf46d1a75ef429c7e061cded
0,159.83,0.92,321.5,2,2,2,2,86.75764699999998,50.5,98.999016,50.499508,100.9990158,101.0,0.000984218,0x0244d7e1ffe01940b1ffcebca3f09efab13fe664
0,22.05,21.34,232149.93,8901,7835,189,650,8770.13158,3647.937469,8770.13158,3210.983135,28580960.89,28581590.07,629.1782661000002,0x02459d2ea9a008342d8685dae79d213f14a87d43
0,6736.68,1019.6,182217.27,16,73,72,1,1.0,0.123734,0.975,0.56413,9.026072908,9.03258,0.006507092,0x02494bfc78c74a5aa1c5b7b92757f9f37b2dcc5f
0,17363.42,3975.35,77404.38,4,2,1,3,8.995,6.995,8.9908,7.918247,31.672988,13.99,-17.682988,0x024e8f301490466665e2402840f44881690bdb57
0,0.0,0.0,2259.65,1,1,1,1,12.123629,12.123629,12.123009,12.123009,12.12300879,12.12362879,0.00062,0x024f443f33e173e7a4dee5bc48c2132862f4a5c7
0,160.19,0.15,320.68,2,2,2,2,64.90333199999999,50.5,99.999016,50.499508,100.9990158,101.0,0.000984218,0x02524995562b26980f0fa0d9e34ab1dc0d5e2283
0,3.54,3346.38,6699.85,2,2,2,1,1.000291,0.601137,0.99987,0.6007170000000001,1.20143483,1.202274835,0.000840005,0x025aaf76b2157cadc814a145afb6d869753e73ff
0,0.0,4097.93,192602.83,0,47,5,0,52.4624,11.885895,0.0,0.0,0.0,558.6370505,558.6370505,0x025ba18cb327c8d968470936ba8f340a47fd6a43
0,152.67,0.0,305.33,2,1,1,2,101.0,101.0,95.998571,50.499286,100.9985715,101.0,0.001428506,0x02605b528db3667cd34d3ca2f95b463ffcdab3a5
